listing_id,district,room_count,area,building_age,floor,total_floors,price,distance_to_university_km,distance_to_center_km,distance_to_hospital_km,green_space_score,safety_score,public_transport_score,noise_level
507,Nilüfer,1+1,51.7,15,5,7,13720.0,8.0,9.4,3.5,8.3,7.7,7.1,3.9
508,Nilüfer,1+1,64.3,3,5,11,15640.0,6.5,6.0,2.6,7.3,9.1,9.0,3.0
509,Nilüfer,3+1,104.7,15,3,3,23940.0,6.5,7.1,3.1,8.8,8.3,8.0,2.1
510,Nilüfer,1+1,52.6,13,0,5,9260.0,7.0,5.6,4.9,7.7,7.5,7.5,2.2
511,Nilüfer,1+1,59.9,8,2,5,10990.0,6.9,8.2,2.3,7.7,8.0,8.7,4.3
512,Nilüfer,2+1,85.9,8,5,6,20010.0,6.8,6.8,4.2,7.9,7.6,7.6,5.8
513,Nilüfer,3+1,110.4,1,6,11,28210.0,5.1,8.7,2.9,8.3,7.6,7.1,5.6
514,Nilüfer,2+1,87.6,0,1,8,21990.0,7.5,6.2,4.2,6.9,8.9,7.3,4.5
515,Nilüfer,1+1,48.5,7,2,7,11680.0,8.8,6.2,3.4,7.5,8.5,7.4,6.1
516,Nilüfer,4+1,161.6,8,1,7,32540.0,5.9,6.4,4.4,7.5,7.7,8.4,5.9
517,Nilüfer,3+1,128.9,1,5,7,40390.0,7.9,6.7,4.1,8.3,7.7,7.7,5.3
518,Nilüfer,3+1,106.1,11,6,8,21650.0,6.7,7.6,3.2,7.0,8.0,6.7,4.9
519,Nilüfer,3+1,114.0,0,4,11,30970.0,4.5,7.6,6.0,7.4,7.9,8.0,6.0
520,Nilüfer,3+1,117.3,3,9,9,38700.0,8.4,5.6,3.7,6.5,8.7,6.8,4.6
521,Nilüfer,2+1,77.4,1,5,11,20170.0,6.7,5.6,2.0,6.5,8.1,8.2,4.0
522,Nilüfer,2+1,88.5,12,2,9,17620.0,9.0,9.5,2.1,7.2,8.8,6.5,5.0
523,Nilüfer,3+1,103.5,3,9,11,27810.0,10.1,9.3,3.5,7.1,7.4,8.2,3.3
524,Nilüfer,3+1,126.7,7,2,3,31650.0,11.3,6.9,3.2,8.3,8.1,8.5,4.6
525,Nilüfer,4+1,150.5,3,1,4,29590.0,8.1,5.4,4.5,7.5,7.9,6.9,5.1
526,Nilüfer,2+1,71.2,3,6,10,18710.0,7.1,7.8,3.5,7.8,7.5,8.9,4.0
527,Nilüfer,2+1,75.3,5,3,3,20230.0,9.2,6.0,4.4,9.0,7.8,7.5,4.0
528,Nilüfer,2+1,76.9,0,3,7,21480.0,10.7,6.5,3.6,7.0,8.1,6.3,5.1
529,Nilüfer,2+1,82.9,4,3,3,18480.0,8.6,5.6,3.9,9.2,8.9,6.4,4.0
530,Nilüfer,2+1,74.0,7,5,6,18720.0,7.5,9.3,3.3,8.4,7.2,6.8,5.1
531,Nilüfer,3+1,120.7,6,5,9,24610.0,7.2,8.0,3.2,7.3,7.3,7.0,6.1
532,Nilüfer,2+1,88.9,17,3,3,15510.0,6.0,8.6,3.4,9.0,7.9,7.5,5.1
533,Nilüfer,1+1,62.3,1,2,9,18890.0,8.9,5.6,4.5,7.3,7.5,7.6,4.3
534,Nilüfer,2+1,72.9,7,1,6,19520.0,9.1,7.9,4.6,8.0,8.1,8.4,4.4
535,Nilüfer,2+1,82.7,1,4,4,21280.0,6.8,8.8,4.1,7.8,7.8,7.7,4.5
536,Nilüfer,4+1,150.0,0,4,4,37240.0,8.9,8.5,4.3,7.3,8.5,7.6,3.4
537,Nilüfer,2+1,89.8,3,0,7,26610.0,8.6,7.3,3.6,6.7,7.0,6.9,4.5
538,Nilüfer,2+1,72.5,0,0,5,18360.0,6.5,6.6,4.9,8.0,7.7,7.5,4.5
539,Nilüfer,2+1,85.0,17,6,7,17420.0,5.9,6.9,3.6,5.9,8.0,8.1,4.9
540,Nilüfer,2+1,81.9,5,9,10,27030.0,8.6,7.2,4.3,7.1,8.1,7.0,4.9
541,Nilüfer,1+1,45.7,2,5,8,11460.0,4.6,5.3,2.6,6.8,8.2,7.7,5.5
542,Nilüfer,3+1,114.3,6,0,9,28630.0,9.1,8.1,3.8,8.5,6.6,7.3,4.2
543,Nilüfer,4+1,143.2,15,7,7,37000.0,5.7,5.6,3.3,7.2,7.1,8.0,5.1
544,Nilüfer,2+1,91.4,3,2,3,22970.0,10.0,3.6,2.7,7.5,7.3,7.3,4.4
545,Nilüfer,2+1,80.5,3,2,5,19720.0,6.8,6.8,3.5,6.1,8.3,7.2,5.6
546,Nilüfer,1+1,60.9,0,8,8,15130.0,5.6,6.2,4.5,8.7,7.3,7.2,4.4
547,Nilüfer,2+1,72.4,2,4,6,19520.0,4.6,6.5,3.6,7.8,7.9,7.2,5.3
548,Nilüfer,2+1,72.0,15,5,5,16650.0,10.1,7.9,4.5,7.0,7.7,7.3,4.4
549,Nilüfer,3+1,125.0,1,6,7,30990.0,8.5,7.3,4.1,6.4,7.9,7.5,5.1
550,Nilüfer,1+1,56.0,7,5,7,13430.0,7.6,9.0,4.0,7.6,8.0,8.3,4.0
551,Nilüfer,3+1,122.7,15,2,6,34970.0,8.1,6.2,3.4,7.9,7.8,7.1,3.9
552,Nilüfer,2+1,74.0,13,3,5,14050.0,7.6,6.8,3.2,7.7,8.4,8.0,5.0
553,Nilüfer,3+1,105.0,1,1,3,25110.0,7.5,6.1,3.6,6.7,7.0,8.1,4.1
554,Nilüfer,2+1,93.4,15,0,7,24050.0,6.9,6.7,4.4,6.1,9.2,9.2,2.1
555,Nilüfer,1+1,50.1,10,2,5,11150.0,8.7,6.9,2.8,7.4,8.3,6.7,3.0
556,Nilüfer,2+1,78.5,17,0,10,21880.0,6.9,7.7,4.9,8.0,7.1,6.5,4.1
557,Nilüfer,3+1,104.2,16,2,10,19790.0,9.7,9.2,3.3,7.9,7.3,7.9,4.1
558,Nilüfer,2+1,78.9,6,0,9,18520.0,8.9,6.1,4.9,6.4,9.0,6.8,4.5
559,Nilüfer,1+1,45.5,9,6,9,12710.0,9.3,6.5,3.6,6.9,7.4,6.7,4.1
560,Nilüfer,2+1,76.6,27,4,6,17190.0,9.2,6.3,2.4,7.9,6.6,8.3,4.3
561,Nilüfer,2+1,85.0,7,2,6,20320.0,7.0,5.4,4.0,8.0,9.1,8.2,4.0
562,Nilüfer,2+1,79.3,8,3,5,17190.0,9.7,7.6,3.8,7.3,8.4,7.5,4.2
563,Nilüfer,2+1,80.5,6,2,7,21090.0,7.4,7.6,3.1,6.5,9.0,8.6,5.3
564,Nilüfer,1+1,58.9,4,2,3,14090.0,6.6,9.2,3.5,8.9,7.2,7.9,6.4
565,Nilüfer,2+1,79.6,8,7,10,21500.0,6.3,6.9,2.5,8.7,8.7,7.5,3.5
566,Nilüfer,3+1,114.3,1,6,11,23200.0,6.5,5.3,3.0,8.1,7.8,7.7,3.8
567,Nilüfer,3+1,116.1,3,4,7,28060.0,8.1,5.1,4.7,7.1,8.6,7.4,5.1
568,Nilüfer,1+1,48.9,9,2,3,10520.0,8.7,6.5,3.8,7.1,8.0,6.7,4.7
569,Nilüfer,2+1,70.1,1,1,11,18340.0,6.6,6.8,2.7,9.4,8.6,7.7,5.6
570,Nilüfer,2+1,88.6,15,3,3,16330.0,7.1,7.2,4.2,6.6,8.2,7.5,4.8
571,Nilüfer,1+1,46.5,3,5,6,10610.0,8.6,6.9,3.2,8.0,7.8,5.6,1.7
572,Nilüfer,2+1,78.4,7,0,8,18280.0,10.3,7.0,2.5,7.2,8.0,6.8,6.0
573,Nilüfer,1+1,47.5,4,5,7,10010.0,9.8,7.1,3.3,7.9,7.6,7.6,3.2
574,Nilüfer,1+1,64.2,4,1,5,15650.0,7.3,5.5,4.1,6.8,7.7,7.5,4.6
575,Nilüfer,3+1,125.7,1,7,11,30890.0,7.2,7.2,3.4,6.7,8.0,8.2,3.6
576,Nilüfer,2+1,93.7,3,2,3,23370.0,6.2,7.1,2.5,6.7,7.1,6.8,5.7
577,Nilüfer,3+1,128.7,11,5,5,32490.0,6.0,7.0,3.5,9.4,8.4,7.1,5.1
578,Nilüfer,1+1,54.6,12,6,7,12140.0,6.9,6.6,2.5,8.6,7.1,7.4,5.4
579,Nilüfer,2+1,76.4,11,0,10,17190.0,6.4,7.2,2.4,8.2,8.1,7.6,5.8
580,Nilüfer,2+1,87.0,6,8,9,20770.0,7.4,6.0,1.9,7.1,8.2,7.6,5.6
581,Nilüfer,3+1,126.1,1,11,11,35430.0,10.1,9.2,4.3,8.1,7.9,7.5,4.2
582,Nilüfer,3+1,109.3,25,1,8,15290.0,10.1,6.7,3.9,8.7,8.2,8.5,3.4
583,Nilüfer,2+1,88.1,1,5,6,26550.0,5.7,6.7,4.7,6.0,8.3,7.9,6.3
584,Nilüfer,2+1,91.4,4,1,7,21590.0,5.7,5.7,3.8,6.6,8.4,7.0,3.4
585,Nilüfer,1+1,48.9,4,0,7,12260.0,8.5,8.3,3.3,6.7,8.0,7.8,3.2
586,Nilüfer,2+1,93.1,10,2,7,19790.0,8.6,5.1,2.2,7.2,7.9,6.5,4.0
587,Nilüfer,1+1,58.2,3,2,7,13510.0,9.7,7.6,2.9,7.6,8.1,8.4,4.0
588,Nilüfer,2+1,79.4,4,0,10,23350.0,9.4,7.2,3.3,7.9,7.9,8.7,4.6
589,Nilüfer,1+1,60.7,24,7,11,12800.0,6.3,8.3,2.5,7.6,8.7,6.0,6.3
590,Nilüfer,3+1,115.7,0,5,7,32710.0,7.9,8.2,3.9,8.9,8.3,8.9,5.3
591,Nilüfer,2+1,79.3,17,7,8,20200.0,7.5,8.3,2.9,8.0,7.8,8.6,4.9
592,Nilüfer,2+1,81.6,4,8,10,22730.0,7.0,7.1,4.4,5.7,8.4,7.3,3.7
593,Nilüfer,2+1,92.7,6,0,6,22290.0,8.8,8.0,3.4,6.9,7.6,8.1,4.5
594,Nilüfer,2+1,92.8,4,5,5,21650.0,8.0,8.5,2.5,7.5,7.9,7.8,5.6
595,Nilüfer,1+1,59.8,5,0,3,14440.0,7.3,7.5,3.8,8.0,8.3,6.8,5.4
596,Nilüfer,4+1,147.9,2,4,4,37160.0,7.8,5.6,3.2,6.4,8.4,7.6,3.0
597,Nilüfer,3+1,119.8,5,5,11,28200.0,6.3,6.1,3.1,7.5,8.1,7.4,4.1
598,Nilüfer,1+1,53.1,10,1,5,11580.0,12.4,7.5,2.4,8.2,7.5,8.1,4.3
599,Nilüfer,3+1,127.9,6,2,7,34910.0,8.2,6.5,4.0,8.5,8.1,8.8,5.3
600,Nilüfer,2+1,79.7,7,3,4,16380.0,7.4,7.3,3.2,7.8,8.0,8.0,5.1
601,Çekirge,2+1,88.6,3,5,9,24570.0,8.3,3.0,0.0,6.9,7.9,6.8,2.7
602,Çekirge,2+1,94.1,7,6,9,28390.0,11.1,3.8,0.6,6.2,9.2,7.0,7.2
603,Çekirge,2+1,86.8,1,0,8,27920.0,11.5,1.8,0.6,6.2,7.8,7.5,4.8
604,Çekirge,2+1,79.6,2,1,9,25210.0,8.5,3.6,1.5,8.1,8.4,5.5,5.1
605,Çekirge,1+1,50.4,36,3,8,9440.0,7.0,3.8,0.5,6.7,8.2,7.9,5.0
606,Çekirge,1+1,62.7,12,2,9,17950.0,10.0,3.8,1.5,5.9,8.0,6.9,4.3
607,Çekirge,1+1,50.9,0,1,3,13800.0,8.9,2.0,1.1,6.7,9.2,6.9,5.6
608,Çekirge,4+1,137.6,2,0,3,32170.0,8.8,2.1,1.3,5.9,8.5,7.4,5.8
609,Çekirge,2+1,83.9,0,0,3,27840.0,6.8,1.9,3.2,6.8,7.4,6.6,2.5
610,Çekirge,2+1,92.2,4,5,7,23380.0,10.4,0.9,0.0,6.8,8.0,6.8,3.9
611,Çekirge,2+1,89.5,0,2,6,25650.0,9.3,1.3,1.4,6.7,8.4,7.7,4.4
612,Çekirge,3+1,120.5,2,10,11,29190.0,5.7,4.3,1.1,6.4,9.2,6.4,4.6
613,Çekirge,1+1,46.0,15,4,7,12370.0,9.3,4.5,1.9,7.0,7.1,6.2,5.7
614,Çekirge,2+1,79.3,0,9,9,26130.0,8.1,2.2,1.0,7.3,8.4,7.7,4.3
615,Çekirge,3+1,124.6,1,3,6,32880.0,10.3,3.2,1.6,7.2,8.7,6.6,4.4
616,Çekirge,2+1,94.8,2,9,9,26570.0,5.4,2.3,1.8,6.9,8.6,4.9,4.6
617,Çekirge,3+1,128.1,10,3,6,31460.0,8.8,1.4,0.8,6.0,7.4,6.2,6.4
618,Çekirge,3+1,125.5,0,8,9,27590.0,10.4,0.4,0.6,7.0,8.6,6.5,3.3
619,Çekirge,3+1,117.5,1,8,9,36370.0,7.2,3.4,1.1,7.8,8.4,7.6,4.8
620,Çekirge,1+1,48.6,3,3,8,13800.0,9.6,3.6,0.6,8.2,8.2,7.3,5.5
621,Çekirge,1+1,61.6,9,3,7,12880.0,11.3,3.5,1.4,9.5,8.7,6.1,4.8
622,Çekirge,1+1,57.0,1,7,10,14690.0,6.9,4.9,1.2,6.8,9.0,7.3,5.2
623,Çekirge,3+1,113.2,8,5,10,31800.0,9.2,2.7,2.2,6.6,8.7,7.3,4.5
624,Çekirge,4+1,165.0,13,4,4,33160.0,8.0,3.3,2.0,7.4,6.9,7.4,4.5
625,Çekirge,4+1,168.0,4,2,9,44600.0,9.0,4.6,1.0,7.9,9.1,7.5,3.4
626,Çekirge,2+1,72.2,10,4,5,16070.0,7.2,5.4,0.2,7.9,8.6,6.7,5.0
627,Çekirge,3+1,106.7,10,10,10,25610.0,10.4,3.3,0.0,7.7,8.5,6.6,5.7
628,Çekirge,2+1,85.9,13,0,3,20870.0,8.9,2.5,1.9,6.6,7.6,6.5,6.2
629,Çekirge,3+1,120.6,8,3,9,33850.0,8.6,2.8,1.3,6.3,8.5,7.2,3.5
630,Çekirge,2+1,83.9,3,6,6,17730.0,8.4,2.4,1.8,7.0,9.6,7.5,4.6
631,Çekirge,1+1,47.9,8,1,8,10370.0,7.8,3.5,2.0,5.2,9.3,6.9,3.3
632,Çekirge,1+1,59.8,2,10,11,16290.0,9.9,2.3,0.1,6.7,8.5,7.2,4.3
633,Çekirge,4+1,159.6,6,8,9,39280.0,10.6,2.8,0.4,7.7,9.8,7.1,6.1
634,Çekirge,2+1,85.3,0,1,9,20210.0,8.7,2.2,0.7,6.4,8.3,7.4,4.9
635,Çekirge,2+1,72.1,3,1,11,20150.0,9.8,3.3,0.4,7.2,8.2,6.2,5.7
636,Çekirge,2+1,71.5,5,3,10,21710.0,8.3,3.8,0.6,6.8,7.0,6.8,5.1
637,Çekirge,2+1,86.4,16,0,4,18950.0,7.6,2.3,1.8,8.2,8.1,6.5,4.0
638,Çekirge,4+1,156.7,12,2,3,32130.0,7.0,3.2,1.4,5.3,8.3,8.1,4.8
639,Çekirge,1+1,46.0,8,2,5,11440.0,8.8,1.9,0.2,8.2,7.9,7.8,4.6
640,Çekirge,1+1,45.1,5,3,10,12810.0,5.9,3.5,0.0,6.8,9.0,7.4,3.8
641,Çekirge,3+1,118.7,6,3,9,36120.0,9.3,0.6,1.0,7.2,8.3,7.4,5.2
642,Çekirge,2+1,86.4,26,5,5,15850.0,8.1,3.6,2.1,7.0,8.8,6.0,5.2
643,Çekirge,1+1,50.2,2,8,11,13370.0,10.6,2.9,0.1,9.0,7.9,7.0,5.3
644,Çekirge,1+1,55.5,0,4,5,15100.0,7.3,5.6,0.8,7.5,8.3,6.8,4.6
645,Çekirge,1+1,64.5,24,2,9,15640.0,7.2,2.3,0.3,8.2,8.0,7.4,5.9
646,Çekirge,2+1,73.4,5,1,4,21530.0,7.1,3.5,1.1,7.3,8.8,6.3,4.1
647,Çekirge,1+1,61.3,4,2,4,17760.0,7.4,3.6,2.1,7.0,9.1,7.1,6.4
648,Çekirge,1+1,51.6,12,1,8,12430.0,10.7,2.5,2.7,8.7,8.7,7.4,6.1
649,Çekirge,3+1,117.8,22,3,9,26560.0,8.7,3.0,0.0,6.8,8.0,7.6,5.9
650,Çekirge,3+1,105.1,9,7,8,28680.0,9.9,4.5,2.7,5.6,8.3,6.5,5.2
651,Çekirge,3+1,122.5,9,7,9,27100.0,7.4,1.8,0.7,6.0,8.5,6.9,4.3
652,Çekirge,2+1,83.6,8,6,6,21030.0,9.0,2.3,1.0,7.6,8.3,7.4,4.3
653,Çekirge,2+1,81.2,4,0,9,25820.0,7.3,1.2,0.5,5.9,7.7,7.4,5.0
654,Çekirge,4+1,163.7,9,0,4,49960.0,7.9,1.4,1.6,6.8,9.7,6.6,5.8
655,Çekirge,3+1,102.3,6,3,6,29330.0,9.9,1.3,0.1,5.0,8.9,6.8,4.9
656,Çekirge,2+1,91.0,6,4,6,22020.0,9.2,3.7,2.8,7.0,9.2,6.4,3.5
657,Çekirge,2+1,79.9,9,2,6,18460.0,6.1,5.1,0.6,5.7,9.0,6.5,6.0
658,Çekirge,2+1,81.0,8,10,11,22350.0,10.2,2.9,1.4,7.6,8.6,6.9,3.7
659,Çekirge,2+1,77.1,0,3,9,17880.0,11.5,3.0,1.3,6.7,7.5,6.9,5.3
660,Çekirge,2+1,84.4,18,3,5,15780.0,12.1,1.7,2.1,6.3,8.4,7.4,4.3
661,Çekirge,1+1,49.4,5,4,6,12730.0,10.0,4.9,0.9,8.4,8.1,7.5,5.4
662,Çekirge,4+1,137.6,2,6,9,33900.0,9.5,3.2,0.9,6.9,8.4,6.7,5.1
663,Çekirge,2+1,93.2,6,4,9,20380.0,8.1,2.4,2.6,5.9,8.8,7.2,5.3
664,Çekirge,2+1,85.6,2,3,7,22220.0,9.3,0.8,1.1,6.4,8.4,5.8,5.4
665,Çekirge,1+1,51.7,15,5,5,11050.0,10.7,3.7,1.9,8.2,8.0,8.0,3.7
666,Çekirge,3+1,112.4,4,3,11,32450.0,10.4,4.1,1.2,7.1,8.8,7.2,5.5
667,Çekirge,3+1,119.7,1,1,7,32650.0,6.9,3.3,2.3,6.6,8.6,7.5,3.1
668,Çekirge,1+1,46.2,7,4,4,10620.0,10.7,4.2,1.3,7.7,8.6,7.4,4.7
669,Çekirge,2+1,73.5,21,7,8,19220.0,11.1,2.5,0.2,8.0,8.8,7.2,4.4
670,Çekirge,3+1,120.0,18,8,8,32100.0,11.4,3.9,0.0,7.2,9.8,6.4,4.9
671,Çekirge,3+1,111.1,10,8,10,25550.0,7.5,4.5,0.0,6.8,8.5,7.7,5.6
672,Çekirge,1+1,53.0,16,1,3,18500.0,10.0,3.1,0.0,6.5,8.4,6.6,5.0
673,Çekirge,3+1,110.3,2,1,4,25890.0,11.0,2.9,0.0,7.6,9.1,5.3,4.3
674,Çekirge,2+1,92.4,7,0,5,21650.0,10.1,2.4,1.4,6.1,7.7,7.5,5.2
675,Çekirge,1+1,55.9,0,10,10,18200.0,6.7,4.5,2.1,7.7,8.1,6.4,4.8
676,Çekirge,1+1,46.6,10,1,4,12660.0,7.4,3.8,1.4,8.2,8.8,7.7,5.4
677,Çekirge,1+1,52.1,16,2,4,12200.0,8.6,3.5,1.5,7.3,8.4,6.5,6.0
678,Çekirge,2+1,83.1,44,3,4,12890.0,9.1,2.8,0.5,8.3,7.8,7.5,7.0
679,Çekirge,2+1,73.0,22,2,7,13340.0,8.4,2.2,0.4,6.7,8.4,7.3,3.9
680,Çekirge,3+1,125.1,11,2,6,38040.0,9.3,1.1,1.3,7.4,8.4,6.2,6.6
681,Çekirge,1+1,53.6,4,2,3,15440.0,11.6,3.7,0.6,7.9,8.1,7.1,3.8
682,Çekirge,4+1,162.9,7,1,8,33740.0,9.7,2.0,2.0,6.7,7.8,7.1,4.2
683,Çekirge,1+1,58.7,34,4,6,12330.0,7.5,1.5,1.3,6.1,7.8,7.6,5.5
684,Çekirge,2+1,91.1,4,8,8,29700.0,10.4,2.5,1.5,5.9,8.1,7.1,5.4
685,Çekirge,4+1,165.9,9,8,10,41440.0,8.6,2.5,1.2,7.3,8.6,6.2,4.1
686,Çekirge,3+1,112.4,2,0,9,29310.0,9.3,1.6,2.0,7.1,8.1,6.9,4.5
687,Çekirge,2+1,93.8,5,5,7,26670.0,7.9,3.2,1.2,5.8,8.7,7.0,5.1
688,Çekirge,3+1,115.1,7,3,9,25730.0,8.5,3.8,1.4,7.4,10.0,7.4,6.0
689,Çekirge,1+1,50.6,5,0,3,14610.0,9.6,3.5,0.8,6.7,8.4,7.5,5.8
690,Çekirge,1+1,59.2,4,7,7,16800.0,8.7,4.9,0.7,7.1,8.9,6.4,4.9
691,Çekirge,2+1,70.5,10,1,10,20120.0,8.1,3.7,1.3,5.9,8.8,6.0,5.6
692,Çekirge,1+1,55.6,1,5,5,15630.0,10.4,2.0,0.5,7.4,8.8,5.3,6.8
693,Çekirge,2+1,94.2,4,0,6,19680.0,10.0,2.3,1.4,6.8,8.6,6.5,5.8
694,Çekirge,1+1,59.8,2,1,10,19620.0,10.9,2.9,1.9,6.9,7.6,8.1,6.0
695,Çekirge,4+1,152.7,4,6,11,32070.0,10.4,1.1,1.2,6.3,7.6,7.2,4.7
696,Çekirge,3+1,120.3,8,2,7,22120.0,5.7,5.2,2.7,7.1,8.0,6.8,5.8
697,Çekirge,3+1,120.8,17,4,6,26160.0,8.2,3.4,0.2,7.4,8.2,7.1,6.2
698,Çekirge,3+1,104.7,8,1,3,25450.0,9.0,5.3,0.0,6.9,9.4,6.5,4.8
699,Çekirge,1+1,55.5,0,3,6,18010.0,8.5,2.1,0.8,6.1,8.8,6.7,4.4
700,Çekirge,1+1,51.0,32,3,8,11380.0,8.4,3.8,1.1,7.6,8.6,5.8,5.9
701,Çekirge,3+1,119.0,8,4,6,27810.0,7.6,3.8,0.8,7.7,8.4,7.7,5.4
702,Çekirge,2+1,77.6,31,2,5,17380.0,8.9,3.6,1.0,7.1,9.5,7.8,5.1
703,Çekirge,2+1,79.8,25,0,4,17380.0,10.3,3.9,0.1,7.8,8.4,6.3,6.2
704,Çekirge,2+1,81.5,5,1,5,23680.0,11.1,3.9,0.0,8.6,9.1,6.6,4.1
705,Çekirge,2+1,80.6,3,1,6,23860.0,8.2,1.7,1.3,6.6,8.6,6.1,4.8
706,Çekirge,1+1,46.3,2,8,8,10930.0,9.0,3.7,1.3,6.6,8.7,8.1,5.2
707,Çekirge,2+1,85.2,10,5,5,18150.0,9.0,2.7,1.1,7.2,9.2,7.1,6.1
708,Çekirge,2+1,70.3,0,3,3,15390.0,9.4,5.5,1.4,7.5,8.3,6.8,5.9
709,Çekirge,2+1,78.6,1,2,4,21880.0,9.3,2.1,0.0,6.1,8.5,6.8,3.7
710,Çekirge,4+1,135.1,0,1,6,36160.0,8.5,2.3,1.7,5.5,7.3,7.0,5.1
711,Çekirge,2+1,93.1,16,3,9,21890.0,8.3,4.9,0.7,7.0,10.0,6.9,5.5
712,Çekirge,3+1,116.1,4,3,3,31940.0,9.2,2.3,1.3,8.6,9.2,7.2,5.8
713,Çekirge,3+1,125.7,24,5,10,31520.0,7.8,2.4,2.7,7.1,9.6,7.1,5.2
714,Çekirge,1+1,52.9,0,7,11,12960.0,8.5,4.1,0.9,6.6,9.1,7.8,4.6
715,Çekirge,3+1,102.4,3,5,5,28220.0,9.0,1.8,0.4,6.1,8.8,5.6,4.1
716,Çekirge,2+1,84.9,0,8,8,23860.0,11.5,5.0,0.0,7.2,7.9,6.2,4.9
717,Çekirge,2+1,91.4,2,5,7,27200.0,5.6,2.1,0.3,7.1,8.4,6.9,4.8
718,Çekirge,1+1,47.6,1,5,6,12730.0,9.6,4.0,0.6,7.0,9.2,6.2,6.6
719,Çekirge,4+1,168.7,4,2,6,57250.0,8.2,2.4,0.7,7.1,8.3,6.9,1.8
720,Çekirge,4+1,165.8,3,2,3,52100.0,8.7,4.0,0.1,7.6,8.2,6.2,4.8
721,Çekirge,1+1,46.6,14,4,5,10220.0,10.6,2.2,1.2,7.2,8.9,7.2,4.3
722,Çekirge,1+1,61.2,9,7,9,12160.0,9.7,2.6,0.9,7.4,8.2,6.8,4.9
723,Çekirge,1+1,64.1,3,1,5,14920.0,9.2,1.6,0.0,7.5,8.9,6.7,5.3
724,Çekirge,3+1,112.1,6,5,9,20280.0,8.6,3.6,0.7,7.0,9.0,7.1,6.4
725,Çekirge,2+1,93.4,12,0,4,15150.0,8.5,1.4,1.2,7.1,8.9,8.0,5.0
726,Çekirge,1+1,49.9,9,0,7,11860.0,8.4,3.7,0.2,6.8,8.4,6.7,5.7
727,Çekirge,3+1,128.4,0,4,11,41150.0,7.0,1.3,0.0,7.0,9.2,6.6,4.6
728,Çekirge,2+1,76.6,5,2,11,19070.0,7.0,2.3,1.9,7.1,8.1,7.9,4.5
729,Çekirge,2+1,88.7,3,4,10,19760.0,12.4,3.5,0.7,7.8,8.9,7.9,4.4
730,Çekirge,2+1,70.4,5,5,5,18690.0,9.4,2.8,0.8,6.3,9.0,8.0,4.5
731,Çekirge,2+1,73.9,2,2,3,16570.0,7.0,2.1,0.0,8.1,8.7,7.0,3.0
732,Çekirge,2+1,76.1,4,4,5,18740.0,10.3,2.4,1.0,8.0,8.3,6.5,6.3
733,Çekirge,2+1,79.8,12,0,10,22970.0,9.4,3.5,1.1,6.6,8.5,6.7,5.9
734,Çekirge,2+1,86.0,40,4,7,13360.0,9.9,1.6,1.2,7.1,8.5,7.3,5.1
735,Çekirge,4+1,147.8,12,10,10,43580.0,11.5,1.4,0.7,5.7,9.4,7.7,5.3
736,Çekirge,2+1,70.2,11,1,10,19930.0,9.7,2.6,1.6,7.7,8.4,6.8,6.0
737,Çekirge,4+1,164.6,40,1,3,33610.0,9.7,2.4,2.5,7.3,8.8,8.2,4.6
738,Çekirge,2+1,89.0,16,0,11,17200.0,10.1,3.5,0.8,6.9,9.0,6.2,5.2
739,Çekirge,3+1,116.8,4,0,5,25090.0,8.8,1.6,2.1,6.1,7.5,7.1,4.6
740,Çekirge,2+1,94.8,1,0,7,23010.0,8.1,4.0,2.0,7.9,8.4,5.3,5.4
741,Çekirge,3+1,125.0,7,7,7,27910.0,8.2,5.3,0.0,6.1,9.1,6.7,3.9
742,Çekirge,2+1,75.4,2,6,9,17850.0,12.1,3.0,2.1,7.7,8.2,6.6,6.3
743,Çekirge,1+1,52.2,0,2,11,14410.0,7.5,3.3,0.0,6.6,8.0,6.7,4.9
744,Çekirge,1+1,49.5,5,6,10,15990.0,8.8,2.3,2.4,6.5,8.4,7.5,3.9
745,Çekirge,1+1,59.6,0,3,7,19290.0,8.8,2.0,2.7,5.8,7.6,7.4,6.5
746,Çekirge,4+1,140.4,2,7,11,36230.0,6.2,3.9,0.0,6.0,8.8,7.7,4.9
747,Çekirge,4+1,156.4,1,3,4,37650.0,9.8,3.7,1.7,7.2,7.8,7.5,5.0
748,Çekirge,3+1,109.5,1,3,8,33580.0,6.9,1.8,0.7,8.3,9.1,5.9,6.2
749,Çekirge,1+1,47.3,2,2,6,12850.0,10.7,4.9,0.3,8.4,7.2,6.7,4.6
750,Çekirge,3+1,109.8,20,2,3,20600.0,10.3,3.6,0.0,5.3,9.1,6.9,3.8
751,Heykel,1+1,47.7,1,5,11,12490.0,9.5,1.6,1.3,3.4,4.6,9.0,7.3
752,Heykel,1+1,58.1,17,2,6,12740.0,8.5,1.0,1.6,4.5,6.9,9.7,8.1
753,Heykel,4+1,155.2,5,5,5,32340.0,9.7,0.0,1.9,3.7,5.4,9.4,8.9
754,Heykel,4+1,169.4,2,5,8,44470.0,9.4,0.0,2.1,4.7,6.6,8.9,7.0
755,Heykel,2+1,90.4,16,3,3,19240.0,12.5,0.0,3.0,3.9,7.2,9.9,7.7
756,Heykel,2+1,78.4,2,5,10,18340.0,11.7,1.6,1.2,4.4,6.6,8.6,10.0
757,Heykel,3+1,100.4,7,5,6,22320.0,11.5,0.0,1.6,5.3,7.4,8.5,7.2
